person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,1,0,73063.0,0,2,8000.0,4,12.53,0.11,2.0,620,1,0
50.0,1,3,56099.0,29,0,8600.0,1,14.09,0.15,12.0,653,0,0
23.0,1,4,97966.0,0,0,16000.0,0,11.99,0.16,3.0,669,0,1
27.0,1,0,126657.0,6,0,20000.0,1,11.48,0.16,6.0,659,1,0
26.0,0,3,74136.0,5,0,12000.0,0,12.21,0.16,4.0,585,1,0
24.0,1,0,37579.0,3,3,5000.0,1,7.75,0.13,2.0,651,0,0
23.0,1,0,51221.0,0,2,6000.0,4,5.42,0.12,2.0,545,1,0
29.0,0,1,93260.0,6,3,12000.0,1,11.01,0.13,9.0,677,1,0
33.0,1,4,44098.0,9,3,7000.0,0,5.79,0.16,5.0,676,0,1
28.0,1,4,32084.0,3,3,12007.0,3,11.33,0.37,7.0,599,0,1
28.0,1,1,115825.0,6,0,5884.0,4,10.27,0.05,7.0,661,0,0
29.0,0,0,94502.0,1,0,9600.0,4,11.01,0.1,5.0,681,1,0
24.0,0,4,61117.0,0,3,18000.0,3,12.42,0.29,4.0,674,0,1
28.0,0,0,22398.0,4,2,6350.0,3,13.57,0.28,5.0,563,0,1
30.0,0,0,80184.0,7,0,12000.0,2,11.71,0.15,6.0,693,0,1
37.0,1,3,54894.0,13,3,7000.0,0,7.49,0.13,15.0,630,1,0
23.0,1,1,102990.0,0,3,12000.0,4,10.37,0.12,4.0,638,0,0
33.0,1,1,73645.0,12,3,8622.0,4,8.97,0.12,10.0,535,1,0
40.0,1,0,84680.0,18,1,6000.0,2,12.53,0.07,11.0,599,0,0
22.0,1,1,68327.0,0,3,12400.0,1,10.74,0.18,4.0,606,1,0
22.0,1,1,52099.0,1,3,1500.0,3,17.19,0.03,4.0,694,0,1
34.0,0,0,49375.0,11,3,4800.0,1,11.23,0.1,13.0,632,1,0
28.0,0,1,98078.0,2,0,6047.0,5,7.3,0.06,9.0,503,1,0
26.0,0,1,29556.0,5,3,10000.0,4,9.88,0.34,2.0,620,0,1
28.0,0,0,23927.0,5,2,4700.0,4,15.31,0.2,5.0,610,0,1
32.0,1,1,62580.0,9,3,15000.0,4,20.0,0.24,5.0,728,0,0
22.0,0,1,29625.0,1,3,6000.0,4,11.01,0.2,3.0,659,0,0
33.0,0,1,29695.0,11,3,8000.0,5,11.12,0.27,9.0,684,0,1
33.0,1,1,120908.0,10,0,24000.0,0,10.25,0.2,6.0,733,1,0
22.0,1,0,30125.0,0,0,1300.0,1,5.42,0.04,3.0,615,1,0
22.0,0,0,22867.0,3,2,3500.0,2,7.49,0.15,4.0,647,0,1
31.0,1,0,37391.0,8,3,20200.0,4,14.74,0.54,5.0,589,0,1
27.0,1,4,92228.0,6,2,18000.0,3,17.26,0.2,8.0,586,0,1
37.0,1,2,18468.0,18,3,6950.0,4,7.66,0.38,13.0,640,0,1
23.0,1,3,17859.0,0,2,7750.0,4,17.04,0.43,4.0,626,0,1
32.0,0,0,58696.0,10,2,2500.0,1,7.85,0.04,9.0,643,0,0
24.0,1,4,36532.0,5,3,3000.0,4,7.49,0.08,3.0,625,1,0
32.0,1,4,118328.0,9,0,5000.0,3,8.06,0.04,6.0,619,1,0
41.0,1,0,458696.0,17,0,35000.0,3,13.49,0.08,14.0,558,1,0
33.0,0,0,27578.0,9,3,9250.0,1,12.87,0.34,9.0,647,0,1
27.0,1,1,42676.0,4,3,4000.0,5,14.54,0.09,7.0,655,0,1
26.0,1,1,41551.0,2,3,6000.0,0,15.61,0.14,4.0,673,0,1
29.0,0,4,39950.0,4,0,10625.0,0,11.01,0.27,8.0,599,0,0
24.0,0,1,82928.0,2,0,14630.0,3,17.07,0.18,4.0,627,0,1
22.0,0,0,52777.0,0,0,6650.0,4,10.37,0.13,3.0,558,1,0
22.0,0,1,39854.0,4,0,6250.0,2,7.51,0.16,4.0,652,0,1
25.0,1,3,56315.0,7,3,5000.0,0,11.01,0.09,4.0,687,0,1
22.0,1,3,42826.0,0,0,3600.0,5,11.8,0.08,3.0,659,0,0
22.0,1,4,35663.0,0,3,9000.0,3,11.01,0.25,2.0,579,0,1
23.0,0,3,41913.0,1,0,1000.0,0,10.59,0.02,2.0,590,0,1
23.0,1,1,97031.0,0,0,4000.0,5,15.23,0.04,3.0,579,1,0
24.0,1,1,39783.0,1,3,4000.0,3,12.65,0.1,5.0,682,0,1
30.0,0,1,53485.0,7,0,6000.0,4,12.21,0.11,7.0,641,0,1
22.0,1,3,69780.0,0,3,12000.0,1,7.63,0.17,4.0,489,1,0
26.0,1,0,44195.0,0,0,6000.0,2,11.49,0.14,2.0,682,0,1
23.0,1,0,50123.0,0,3,3606.0,3,16.51,0.07,4.0,663,0,1
38.0,0,3,112658.0,17,0,5375.0,3,10.51,0.05,16.0,649,1,0
47.0,1,3,84913.0,24,3,6000.0,2,8.49,0.07,12.0,688,0,0
26.0,0,0,70144.0,2,3,9600.0,1,13.99,0.14,4.0,465,1,0
27.0,1,1,65799.0,0,3,12750.0,2,11.01,0.19,7.0,716,0,1
29.0,0,1,48941.0,8,3,10000.0,2,13.16,0.2,7.0,683,0,1
24.0,1,3,41678.0,2,3,4450.0,4,11.49,0.11,4.0,642,0,0
22.0,0,1,61422.0,0,3,16750.0,3,13.11,0.27,4.0,616,0,1
23.0,0,4,89499.0,0,3,25000.0,3,10.36,0.28,2.0,563,0,1
27.0,0,4,102757.0,7,0,4500.0,0,7.51,0.04,10.0,639,1,0
25.0,1,0,40713.0,1,3,3283.0,5,12.85,0.08,5.0,501,1,0
27.0,1,1,86600.0,4,0,15000.0,1,11.01,0.17,8.0,636,1,0
22.0,1,4,36878.0,0,3,8500.0,2,15.05,0.23,4.0,620,0,1
29.0,0,3,90828.0,6,2,6000.0,5,12.69,0.07,7.0,653,0,0
21.0,1,3,21335.0,0,3,7000.0,0,10.62,0.33,2.0,640,0,1
24.0,1,0,80801.0,5,3,23776.0,1,7.18,0.29,3.0,608,0,1
24.0,1,1,51470.0,1,0,3500.0,0,8.94,0.07,3.0,560,0,1
23.0,0,3,36740.0,0,0,4375.0,5,6.62,0.12,2.0,674,1,0
23.0,1,1,59512.0,0,0,11400.0,5,17.99,0.19,4.0,597,0,1
24.0,0,1,15935.0,2,3,7350.0,5,6.92,0.46,2.0,710,0,1
22.0,1,1,28213.0,2,3,7244.0,3,11.09,0.26,4.0,663,0,1
35.0,1,3,157178.0,10,3,12000.0,1,10.75,0.08,6.0,562,1,0
25.0,1,1,63657.0,4,3,18000.0,5,12.98,0.28,4.0,572,0,1
27.0,0,1,111243.0,6,0,25000.0,3,15.95,0.22,9.0,675,0,1
26.0,1,0,36913.0,3,3,8000.0,1,12.61,0.22,4.0,614,1,0
22.0,1,0,210555.0,0,0,18000.0,1,11.01,0.09,2.0,652,0,0
24.0,0,3,20212.0,4,3,4200.0,0,11.01,0.21,4.0,554,0,1
27.0,0,0,47687.0,2,3,7200.0,0,10.65,0.15,5.0,551,0,1
25.0,0,0,80159.0,1,0,18500.0,2,12.21,0.23,2.0,623,0,0
25.0,0,4,44255.0,3,3,15000.0,5,10.64,0.34,4.0,653,0,1
33.0,1,1,70521.0,8,3,14400.0,0,9.91,0.2,8.0,694,1,0
21.0,1,1,116314.0,0,2,7000.0,1,12.53,0.06,4.0,658,0,0
23.0,1,0,88245.0,0,3,10000.0,0,11.48,0.11,3.0,664,0,0
39.0,1,0,35752.0,18,3,3250.0,4,14.72,0.09,16.0,687,0,0
30.0,1,1,65850.0,5,3,15000.0,2,14.27,0.23,8.0,615,0,1
30.0,1,3,42009.0,3,3,3029.0,4,10.32,0.07,10.0,604,0,1
23.0,0,0,19312.0,4,0,2800.0,4,8.49,0.14,3.0,661,0,1
27.0,1,3,53928.0,6,0,10000.0,3,6.92,0.19,6.0,668,1,0
23.0,0,0,35653.0,1,3,8000.0,5,18.3,0.22,2.0,602,0,1
25.0,0,0,32178.0,4,0,3825.0,1,11.71,0.12,2.0,691,1,0
24.0,1,3,30732.0,2,2,5000.0,5,10.27,0.16,4.0,630,1,0
23.0,0,0,60785.0,1,0,13750.0,0,18.43,0.23,3.0,503,0,1
43.0,1,3,48946.0,22,3,4000.0,4,10.99,0.08,11.0,671,0,0
29.0,1,1,60527.0,8,3,11151.0,5,12.44,0.18,7.0,624,1,0
23.0,1,0,40395.0,1,2,12200.0,1,10.99,0.3,4.0,626,0,0
25.0,0,0,75541.0,0,3,20000.0,3,10.53,0.26,3.0,696,0,1
26.0,1,1,70412.0,5,0,1800.0,3,12.42,0.03,3.0,660,1,0
27.0,0,2,49095.0,8,3,7200.0,3,13.22,0.15,6.0,723,0,0
28.0,1,1,51491.0,5,3,3000.0,3,10.25,0.06,10.0,563,1,0
21.0,0,3,44501.0,0,3,9000.0,1,8.94,0.2,2.0,576,0,1
27.0,0,1,36950.0,4,3,4900.0,3,11.71,0.13,5.0,587,1,0
23.0,0,4,43186.0,2,3,4000.0,2,12.18,0.09,4.0,557,0,1
26.0,1,0,47281.0,3,0,5600.0,0,16.49,0.12,3.0,625,0,1
24.0,1,0,41704.0,0,3,9000.0,0,15.66,0.22,4.0,668,0,1
29.0,0,3,51834.0,4,3,1181.0,5,13.24,0.02,10.0,658,0,1
27.0,1,0,37116.0,4,3,5500.0,4,11.31,0.15,7.0,623,0,0
33.0,1,3,166773.0,10,3,35000.0,4,18.64,0.21,7.0,664,0,1
24.0,0,0,27257.0,2,3,4000.0,4,11.36,0.15,3.0,671,0,1
26.0,1,3,83748.0,4,3,6400.0,1,16.4,0.08,4.0,590,0,1
27.0,0,3,79109.0,7,3,5000.0,3,13.99,0.06,7.0,555,1,0
23.0,1,0,38068.0,0,3,7200.0,0,14.54,0.19,3.0,648,0,1
23.0,1,4,39188.0,0,3,5000.0,5,13.93,0.13,4.0,697,0,1
22.0,0,1,48902.0,0,3,12000.0,1,11.89,0.25,3.0,652,0,0
23.0,1,3,83739.0,0,3,9000.0,1,9.63,0.11,4.0,575,0,1
33.0,1,0,99370.0,11,0,6000.0,5,7.51,0.06,6.0,694,0,0
33.0,1,2,41697.0,11,3,11175.0,0,14.96,0.27,8.0,603,0,1
28.0,0,0,99616.0,3,3,3600.0,5,9.63,0.04,8.0,555,1,0
21.0,0,1,29507.0,0,3,6400.0,1,10.95,0.22,3.0,655,1,0
32.0,1,1,133097.0,7,0,6700.0,2,6.92,0.05,7.0,599,1,0
24.0,1,0,146325.0,2,3,18000.0,4,18.3,0.12,3.0,624,1,0
24.0,1,1,127579.0,1,0,25000.0,1,7.12,0.2,5.0,599,0,0
35.0,1,4,49402.0,12,2,5000.0,4,6.92,0.1,6.0,691,1,0
30.0,1,0,28108.0,6,3,12000.0,5,7.29,0.43,5.0,571,0,1
24.0,0,0,77706.0,3,0,14400.0,3,9.63,0.19,4.0,628,0,0
31.0,0,2,70905.0,8,0,16000.0,0,11.01,0.23,8.0,656,0,1
23.0,0,0,19062.0,2,3,6105.0,1,8.9,0.32,3.0,708,0,1
34.0,0,0,145393.0,16,0,20000.0,1,10.37,0.14,10.0,702,1,0
34.0,1,0,90727.0,9,3,25000.0,0,10.38,0.28,8.0,576,0,1
31.0,0,0,166489.0,10,0,20686.0,2,17.91,0.12,8.0,699,0,1
26.0,0,1,181548.0,3,0,10000.0,0,15.99,0.06,3.0,643,0,1
30.0,1,1,138474.0,8,0,20000.0,0,14.59,0.14,7.0,518,0,1
36.0,1,0,65098.0,12,3,1600.0,3,12.21,0.02,16.0,640,0,1
22.0,0,4,70567.0,0,2,10000.0,1,14.83,0.14,2.0,632,1,0
27.0,1,0,126124.0,4,2,35000.0,1,11.01,0.28,10.0,586,1,0
37.0,1,0,130272.0,14,3,8000.0,1,10.46,0.06,14.0,640,0,1
23.0,1,3,36929.0,0,3,10300.0,4,8.94,0.28,4.0,570,0,1
25.0,0,4,91237.0,4,3,13000.0,0,11.48,0.14,4.0,690,1,0
40.0,1,0,52544.0,17,0,2500.0,4,12.84,0.05,14.0,722,1,0
35.0,0,0,61137.0,11,0,6000.0,2,13.49,0.1,6.0,718,0,0
25.0,1,1,55086.0,4,2,10000.0,4,12.87,0.18,2.0,684,1,0
24.0,1,1,56965.0,3,3,8000.0,2,15.23,0.14,2.0,606,0,1
28.0,1,1,45220.0,7,3,12000.0,1,12.0,0.27,6.0,632,0,1
22.0,0,0,34637.0,0,3,1000.0,4,10.25,0.03,3.0,582,0,1
24.0,1,3,16630.0,1,3,1200.0,3,11.89,0.07,2.0,624,0,0
27.0,0,1,58516.0,6,3,5250.0,3,15.27,0.09,6.0,640,1,0
24.0,0,3,65845.0,6,3,12000.0,1,8.49,0.18,4.0,575,1,0
29.0,0,0,84807.0,9,0,3400.0,1,6.39,0.04,6.0,676,0,0
26.0,0,3,17100.0,4,3,7913.0,2,13.89,0.46,5.0,597,0,1
41.0,1,0,577228.0,17,0,16000.0,0,7.9,0.03,17.0,660,0,0
24.0,1,0,38361.0,2,3,2000.0,3,14.52,0.05,3.0,626,1,0
27.0,0,1,72872.0,3,3,18032.0,3,15.96,0.25,3.0,641,0,1
26.0,0,4,67044.0,2,3,6000.0,2,7.14,0.09,4.0,547,1,0
22.0,0,0,38291.0,0,0,11225.0,0,11.01,0.29,2.0,569,0,1
32.0,1,0,58796.0,10,2,8000.0,1,5.79,0.14,7.0,654,0,0
40.0,0,0,56680.0,14,3,20000.0,0,14.61,0.35,13.0,540,0,1
22.0,0,3,56220.0,1,0,4000.0,4,10.37,0.07,2.0,568,1,0
26.0,0,0,46564.0,4,3,12000.0,3,5.99,0.26,2.0,623,0,1
23.0,1,1,22421.0,0,3,1700.0,4,11.11,0.08,3.0,611,1,0
36.0,1,0,168857.0,12,2,20800.0,5,11.48,0.12,11.0,680,1,0
24.0,0,3,47611.0,3,3,8000.0,2,11.01,0.17,2.0,491,0,1
22.0,1,0,47896.0,3,2,1000.0,3,11.01,0.02,3.0,682,0,0
23.0,0,4,54982.0,2,3,3500.0,1,10.59,0.06,4.0,722,0,0
22.0,0,3,120969.0,0,0,13500.0,1,11.01,0.11,4.0,531,1,0
29.0,1,1,90717.0,3,3,4000.0,2,10.75,0.04,9.0,686,0,0
37.0,1,3,66139.0,14,0,3500.0,1,16.89,0.05,13.0,693,0,1
25.0,1,3,72906.0,1,3,8000.0,1,5.69,0.11,2.0,640,1,0
26.0,0,4,32334.0,5,0,12000.0,2,11.01,0.37,3.0,622,1,0
22.0,1,0,39631.0,0,3,4800.0,1,13.61,0.12,4.0,689,0,0
22.0,1,0,58493.0,0,0,9925.0,1,9.63,0.17,2.0,683,1,0
22.0,1,1,56368.0,0,3,5000.0,1,7.88,0.09,2.0,683,1,0
24.0,1,3,53794.0,3,0,24748.0,0,14.27,0.46,2.0,624,0,1
30.0,0,4,134118.0,12,0,25000.0,3,15.33,0.19,9.0,636,0,1
23.0,0,0,65679.0,0,3,6000.0,2,16.45,0.09,2.0,677,0,1
38.0,0,3,38473.0,20,0,5850.0,5,13.49,0.15,11.0,630,1,0
23.0,0,3,46897.0,0,0,15000.0,0,17.27,0.32,3.0,577,0,1
25.0,1,1,51366.0,6,3,10000.0,5,14.91,0.19,2.0,669,0,1
34.0,0,0,61922.0,11,3,5400.0,4,13.16,0.09,9.0,602,0,0
34.0,1,4,79222.0,12,3,20000.0,2,6.54,0.25,5.0,692,0,1
27.0,0,1,58553.0,3,3,10800.0,0,15.99,0.18,8.0,525,0,1
22.0,1,4,145306.0,1,0,6000.0,1,8.9,0.04,3.0,638,0,0
23.0,0,3,101115.0,2,0,25000.0,3,11.01,0.25,3.0,596,0,1
29.0,1,0,68334.0,5,3,7725.0,1,13.75,0.11,6.0,682,0,1
21.0,0,0,44803.0,0,3,5500.0,5,7.51,0.12,2.0,674,1,0
31.0,0,1,19375.0,9,3,1875.0,1,8.49,0.1,7.0,698,0,1
28.0,0,3,41957.0,2,0,12000.0,4,11.01,0.29,8.0,679,0,1
50.0,0,0,23698.0,27,3,4000.0,1,11.01,0.17,12.0,721,0,1
42.0,0,0,77689.0,18,0,2300.0,0,6.99,0.03,12.0,599,0,0
35.0,1,1,38427.0,13,0,5000.0,0,14.46,0.13,5.0,666,0,1
22.0,1,3,49052.0,0,3,14000.0,1,13.11,0.29,3.0,608,0,1
34.0,1,0,108970.0,11,0,24250.0,2,10.62,0.22,6.0,668,0,0
22.0,1,4,41760.0,1,3,14000.0,0,10.62,0.34,4.0,716,0,1
36.0,1,0,23606.0,11,3,6000.0,0,15.02,0.25,11.0,632,0,1
28.0,0,0,157477.0,5,3,3000.0,2,14.22,0.02,8.0,604,0,0
25.0,0,4,72002.0,2,3,15000.0,0,11.53,0.21,4.0,623,0,1
22.0,0,0,63558.0,0,0,12000.0,5,6.62,0.19,3.0,587,1,0
34.0,0,0,19321.0,10,2,5000.0,4,9.44,0.26,12.0,685,0,1
31.0,1,1,21045.0,8,3,3000.0,2,14.26,0.14,7.0,696,0,1
25.0,0,0,71767.0,0,0,3490.0,3,15.58,0.05,3.0,640,0,1
31.0,0,0,49461.0,7,3,12500.0,3,13.61,0.25,7.0,638,0,1
29.0,1,4,60733.0,9,3,3000.0,3,7.29,0.05,6.0,615,1,0
26.0,1,1,117560.0,0,3,7000.0,0,7.91,0.06,4.0,576,1,0
22.0,1,4,60739.0,0,3,6000.0,4,11.89,0.1,2.0,674,0,0
26.0,1,1,80871.0,3,3,17000.0,3,16.77,0.21,3.0,541,0,1
21.0,1,3,25225.0,0,3,4400.0,4,6.91,0.17,4.0,653,1,0
25.0,1,3,136750.0,1,0,25000.0,4,10.59,0.18,2.0,650,0,0
27.0,1,3,61219.0,3,3,6400.0,5,12.48,0.1,7.0,571,1,0
27.0,1,4,43761.0,5,3,15000.0,5,16.59,0.34,9.0,713,0,1
25.0,1,3,24035.0,0,3,5000.0,2,9.62,0.21,2.0,530,0,1
29.0,0,4,66868.0,3,0,8000.0,4,10.0,0.12,6.0,565,0,0
28.0,0,4,115193.0,6,0,12000.0,1,13.11,0.1,9.0,621,0,0
25.0,0,4,116378.0,0,3,6500.0,3,14.61,0.06,2.0,655,0,1
26.0,0,1,65803.0,2,3,5110.0,1,11.11,0.08,7.0,507,0,1
25.0,0,1,51655.0,3,3,10000.0,5,14.26,0.19,3.0,683,0,1
23.0,1,3,53982.0,2,3,13000.0,1,13.47,0.24,2.0,665,0,0
29.0,1,3,92322.0,5,0,20000.0,2,11.01,0.22,8.0,621,0,1
26.0,0,1,86057.0,5,0,6000.0,0,15.62,0.07,4.0,643,0,1
28.0,1,1,35637.0,7,3,13000.0,1,14.26,0.36,8.0,667,0,1
32.0,0,4,29577.0,10,3,9000.0,5,15.62,0.3,7.0,682,0,1
33.0,1,0,66000.0,12,3,10000.0,0,10.99,0.15,8.0,689,0,0
31.0,1,3,18011.0,10,3,1250.0,1,11.01,0.07,8.0,670,0,1
33.0,0,4,84213.0,9,3,12831.0,0,15.51,0.15,9.0,635,0,1
39.0,0,3,65825.0,16,0,25000.0,4,11.49,0.38,16.0,618,1,0
24.0,1,1,77583.0,0,0,14241.0,3,8.93,0.18,4.0,614,1,0
23.0,1,1,62121.0,4,0,17500.0,0,14.09,0.28,2.0,676,0,1
36.0,0,3,33461.0,11,2,4500.0,5,7.66,0.13,13.0,672,0,0
24.0,1,1,123439.0,1,3,15000.0,2,14.22,0.12,4.0,648,1,0
22.0,0,3,35934.0,0,3,4200.0,3,12.02,0.12,3.0,626,0,1
25.0,1,3,94406.0,4,0,25000.0,2,9.64,0.26,4.0,624,0,0
23.0,0,4,108635.0,3,0,20000.0,4,11.29,0.18,3.0,638,0,0
23.0,1,1,142396.0,0,0,12000.0,4,13.11,0.08,3.0,715,0,0
27.0,1,0,35525.0,8,3,5000.0,1,14.96,0.14,5.0,615,0,0
26.0,0,0,59530.0,4,3,16000.0,0,11.37,0.27,5.0,551,0,1
23.0,1,0,33227.0,0,3,18000.0,5,11.54,0.54,4.0,679,0,1
31.0,1,3,56661.0,8,0,6250.0,0,5.79,0.11,10.0,653,1,0
24.0,1,3,67089.0,3,3,20000.0,5,13.58,0.3,4.0,623,0,1
22.0,0,0,36763.0,1,3,6000.0,1,13.23,0.16,3.0,642,0,1
26.0,0,3,27860.0,3,3,1800.0,4,8.49,0.06,2.0,513,0,0
28.0,1,4,94786.0,6,0,13000.0,3,11.01,0.14,9.0,592,1,0
29.0,1,1,24972.0,7,3,5500.0,1,12.69,0.22,6.0,684,0,0
22.0,0,1,18152.0,0,2,4000.0,3,10.99,0.22,3.0,585,0,1
31.0,1,1,61266.0,8,3,18000.0,3,13.48,0.29,9.0,611,0,1
37.0,1,2,45737.0,12,3,3537.0,3,12.71,0.08,10.0,657,0,0
23.0,1,1,103036.0,0,3,13600.0,4,6.03,0.13,3.0,678,0,0
23.0,0,3,21210.0,0,3,5000.0,3,6.54,0.24,2.0,639,0,1
24.0,0,1,50280.0,0,3,4000.0,4,11.49,0.08,4.0,666,0,1
27.0,0,0,87496.0,3,0,9892.0,3,8.9,0.11,6.0,593,1,0
22.0,0,0,24993.0,1,0,16600.0,4,9.76,0.66,3.0,634,1,0
30.0,0,1,28849.0,6,3,14000.0,5,7.88,0.49,6.0,614,0,1
24.0,0,3,71595.0,3,3,12000.0,3,16.08,0.17,3.0,574,0,1
28.0,0,0,93198.0,7,0,10000.0,3,12.42,0.11,7.0,660,1,0
27.0,0,3,132641.0,5,0,2500.0,4,8.07,0.02,6.0,586,1,0
25.0,1,4,42545.0,3,3,5000.0,5,13.49,0.12,4.0,692,1,0
25.0,1,0,42765.0,4,3,5574.0,3,16.23,0.13,4.0,630,0,1
22.0,1,3,85380.0,0,3,12000.0,3,15.68,0.14,3.0,659,0,1
26.0,1,1,192835.0,0,0,30000.0,3,17.58,0.16,3.0,653,0,1
21.0,0,1,15252.0,0,2,4200.0,4,13.48,0.28,4.0,663,0,1
26.0,1,1,107788.0,3,2,5000.0,3,11.83,0.05,4.0,659,1,0
25.0,0,3,67957.0,6,3,18500.0,0,13.61,0.27,3.0,619,0,1
25.0,1,1,102001.0,2,0,5000.0,0,16.02,0.05,3.0,704,0,1
26.0,0,1,121187.0,4,0,14000.0,1,13.11,0.12,2.0,572,1,0
24.0,1,0,85223.0,3,3,24000.0,1,10.99,0.28,4.0,603,0,1
56.0,1,1,126793.0,28,0,20000.0,1,15.26,0.16,25.0,587,1,0
25.0,1,0,180720.0,2,0,25000.0,1,10.46,0.14,3.0,570,1,0
22.0,1,3,73493.0,0,0,35000.0,3,16.89,0.48,3.0,616,0,1
25.0,1,0,43240.0,3,3,8000.0,0,16.21,0.19,3.0,600,0,1
24.0,0,3,27248.0,3,3,3000.0,4,10.33,0.11,2.0,589,1,0
24.0,0,1,71745.0,2,3,12000.0,3,15.28,0.17,2.0,612,0,1
28.0,1,2,147479.0,5,0,15000.0,5,16.77,0.1,5.0,639,0,0
28.0,0,3,76733.0,5,3,20000.0,5,14.61,0.26,9.0,561,0,1
39.0,1,3,104078.0,15,3,6000.0,2,14.84,0.06,13.0,621,1,0
22.0,1,0,70631.0,2,3,3000.0,1,9.07,0.04,2.0,586,0,1
26.0,1,1,79065.0,5,2,10000.0,5,13.98,0.13,3.0,584,1,0
26.0,1,4,44699.0,8,3,5000.0,5,12.84,0.11,4.0,605,0,0
32.0,1,3,121293.0,7,0,4500.0,1,11.01,0.04,5.0,669,0,0
27.0,0,0,39163.0,7,3,3212.0,0,9.92,0.08,3.0,662,0,1
26.0,0,3,68386.0,1,3,20000.0,0,17.29,0.29,5.0,634,0,1
25.0,1,1,44080.0,7,3,12000.0,3,9.91,0.27,3.0,694,0,1
24.0,1,4,61181.0,1,3,9424.0,2,10.11,0.15,4.0,676,1,0
24.0,0,0,38523.0,0,3,4000.0,0,12.42,0.1,4.0,555,1,0
27.0,0,0,78527.0,5,3,4000.0,4,6.94,0.05,5.0,671,1,0
24.0,0,4,121067.0,4,3,8400.0,3,13.06,0.07,4.0,583,0,0
32.0,1,2,44246.0,7,3,12200.0,3,10.25,0.28,6.0,704,0,1
25.0,1,0,48934.0,3,3,5000.0,3,12.82,0.1,3.0,633,0,0
27.0,0,0,59280.0,4,3,16000.0,3,14.74,0.27,7.0,676,0,1
24.0,1,0,96917.0,0,2,5500.0,5,8.94,0.06,2.0,624,0,0
28.0,1,4,202736.0,3,3,15000.0,0,17.26,0.07,9.0,638,0,1
23.0,1,1,95636.0,0,0,16000.0,0,14.09,0.17,3.0,610,0,1
29.0,1,0,63981.0,8,0,24270.0,2,6.79,0.38,7.0,530,0,0
42.0,1,3,51055.0,21,3,14500.0,1,15.57,0.28,14.0,654,0,1
28.0,0,3,139299.0,7,0,18000.0,0,10.87,0.13,9.0,461,1,0
29.0,0,4,91054.0,7,3,6500.0,2,10.74,0.07,9.0,676,1,0
25.0,0,3,150087.0,0,0,1850.0,3,11.01,0.01,4.0,680,0,0
33.0,0,3,69371.0,8,0,10000.0,1,15.68,0.14,8.0,658,0,1
31.0,1,1,145277.0,10,0,28000.0,3,8.9,0.19,9.0,684,1,0
23.0,1,4,96969.0,2,3,20000.0,3,7.9,0.21,4.0,696,0,0
23.0,1,0,70736.0,2,0,7200.0,3,11.97,0.1,3.0,626,0,1
22.0,0,0,105779.0,0,0,8000.0,4,12.21,0.08,4.0,670,1,0
21.0,0,4,33155.0,0,3,2500.0,1,5.42,0.08,4.0,597,1,0
31.0,0,1,39522.0,10,3,5000.0,5,16.29,0.13,8.0,691,0,1
23.0,1,0,40777.0,0,3,6000.0,1,11.03,0.15,4.0,655,0,0
27.0,0,0,121028.0,6,3,14000.0,3,10.62,0.12,8.0,592,1,0
22.0,1,4,24110.0,3,3,3000.0,2,11.01,0.12,3.0,662,0,1
22.0,1,1,55069.0,0,3,4000.0,1,11.01,0.07,3.0,642,1,0
22.0,1,4,43867.0,0,3,2406.0,2,11.27,0.05,3.0,699,0,1
28.0,0,3,37096.0,8,3,14800.0,2,11.14,0.4,7.0,686,0,1
23.0,0,0,92393.0,0,3,7000.0,4,14.96,0.08,4.0,603,0,1
27.0,1,0,76489.0,3,0,3588.0,2,6.58,0.05,6.0,581,0,0
22.0,1,3,54899.0,0,3,20000.0,0,13.92,0.36,3.0,650,0,1
24.0,1,0,85192.0,0,0,12000.0,3,11.06,0.14,4.0,527,1,0
22.0,0,0,21824.0,0,0,4975.0,1,11.01,0.23,3.0,588,0,1
32.0,1,3,69732.0,5,3,15000.0,4,11.83,0.22,5.0,600,0,1
30.0,1,4,94166.0,11,3,9000.0,5,11.95,0.1,7.0,701,1,0
27.0,1,3,48931.0,4,1,1200.0,3,11.01,0.02,8.0,658,0,0
28.0,1,0,87961.0,5,0,14000.0,1,15.03,0.16,8.0,532,0,1
25.0,1,4,217083.0,0,0,14400.0,2,11.01,0.07,2.0,640,1,0
23.0,1,3,39252.0,0,3,9600.0,4,13.48,0.24,3.0,603,0,1
23.0,0,0,79805.0,0,3,10018.0,0,11.78,0.13,4.0,630,0,0
29.0,1,4,50107.0,7,0,2000.0,2,7.74,0.04,8.0,607,0,0
25.0,1,4,78750.0,5,3,18000.0,4,15.33,0.23,4.0,718,0,1
33.0,0,4,80299.0,10,3,10000.0,0,15.12,0.12,10.0,668,0,1
24.0,1,3,138952.0,1,0,12000.0,1,6.41,0.09,5.0,638,1,0
22.0,1,3,19349.0,0,3,4838.0,4,8.59,0.25,4.0,559,0,1
21.0,1,0,85095.0,0,0,6000.0,0,5.42,0.07,3.0,619,1,0
34.0,1,0,157047.0,13,3,8000.0,5,10.99,0.05,10.0,650,0,0
26.0,1,4,55208.0,5,3,15000.0,1,8.88,0.27,3.0,636,0,1
